filename,fullpath,r_vertical_mean,r_vertical_variance,r_vertical_skewness,r_vertical_kurtosis,g_vertical_mean,g_vertical_variance,g_vertical_skewness,g_vertical_kurtosis,b_vertical_mean,b_vertical_variance,b_vertical_skewness,b_vertical_kurtosis,r_horizontal_mean,r_horizontal_variance,r_horizontal_skewness,r_horizontal_kurtosis,g_horizontal_mean,g_horizontal_variance,g_horizontal_skewness,g_horizontal_kurtosis,b_horizontal_mean,b_horizontal_variance,b_horizontal_skewness,b_horizontal_kurtosis,r_diagonal_mean,r_diagonal_variance,r_diagonal_skewness,r_diagonal_kurtosis,g_diagonal_mean,g_diagonal_variance,g_diagonal_skewness,g_diagonal_kurtosis,b_diagonal_mean,b_diagonal_variance,b_diagonal_skewness,b_diagonal_kurtosis
(MotoX)191.jpg,train_croped/Motorola-X/(MotoX)191.jpg,-0.010914308034372943,88.15346227604583,0.033071518451294024,12.243723907906558,-0.005793296676882294,88.9541072598923,0.017201043787988667,12.634194878575421,-0.041019732888648505,88.3445962564499,0.04086207768547258,12.521092610521903,-0.033648068024758115,243.0653683042207,0.10703131591212357,17.02978321537115,-0.03742920347334898,243.5742692391552,0.12972396919596166,17.45890653553744,-0.14250852562946942,238.7275937734949,0.18741803629114875,17.705185030241836,-0.0003755783907217123,11.414901307171151,0.20648014407260862,19.505925602863872,-0.0001126735172165166,11.375552087539042,0.18921393714617304,19.808240883100048,0.0017501953007631574,11.398241483418179,0.24069562290273555,19.606634916852926
(MotoX)46.jpg,train_croped/Motorola-X/(MotoX)46.jpg,0.38070597470103956,152.91950652031483,0.9875551201974185,19.73345696086958,0.3697428414758729,156.47595207025333,0.9407648753854312,19.299475034785733,0.35546147316867976,155.46190201844766,0.9605676112382103,19.174733979768927,0.31542106093383815,285.0685098176938,1.0786193078296056,13.329501643369504,0.25648154407788004,293.61473891236375,1.0511075807059094,13.110265673125074,0.20482261432606216,291.48944270513,1.0348237368623918,12.98196111569539,0.002974580854515969,18.84583875718093,0.2434427868118406,10.09781277216253,0.002831861066041675,19.019480743257457,0.25641316017458626,9.608797887470132,0.0030722312361036092,18.956802802246145,0.259550854230554,9.577228888100747
(MotoX)109.jpg,train_croped/Motorola-X/(MotoX)109.jpg,0.17783073433086952,120.35558675288273,0.33626369483577795,14.40079345638095,0.1911675229853976,120.33104622492569,0.3451930050120358,14.84190943238217,0.13061865272519682,108.97477885754887,0.07717850058268239,14.523501282663815,-0.2006461826212367,117.90088345689593,0.16315620744944867,17.778770342158136,-0.12207424433627787,118.39356907294615,0.1316368538269074,18.071764371072113,-0.12313149750615954,113.1123458548165,-0.075217273471491,18.184863615683582,0.0008938765699176924,6.7089973080695895,-0.21291716724409285,10.312334402548926,0.002583979328165389,6.673563120538965,-0.21790204834795374,10.299316645705058,0.0005558560182681208,6.527281705326113,-0.19585115830528477,10.235421621849008
(MotoX)148.jpg,train_croped/Motorola-X/(MotoX)148.jpg,-0.15729880265609014,149.8101743631951,0.018140694655600628,12.005959190571872,-0.08402815335616849,134.1861386715228,-0.042682543120499614,13.015543391351358,-0.09953484616309138,127.78318028238128,0.03393036330721084,13.195087891093607,-0.15027079201971033,156.3154249217892,-0.15741256113164998,8.965123505153182,-0.17098112343008234,132.67652073653224,-0.25925981403475806,9.717966421690715,-0.1988321389940509,122.17303217572046,-0.3005214833063607,9.827115822070107,0.00347034433026862,8.143579087050956,-0.20344714869795907,12.821104918576866,-0.0018027762754642533,7.889787027024323,-0.2294897338496495,13.538411898212605,-0.004972657893155511,7.906929482156082,-0.20269369399283862,13.868319925832015
(MotoX)20.jpg,train_croped/Motorola-X/(MotoX)20.jpg,-0.07222841926566914,665.7644043855802,0.26574653946765064,1.2604517424963042,-0.046688149750615866,662.4902293079235,0.2657635174918403,1.280113039430426,-0.0493772910281833,669.4046217240358,0.2642603450998691,1.2486088838534775,-0.017502891953608535,593.703794037591,-0.019645326186540628,1.0231668523477664,-0.05847379965146326,590.4098448585694,-0.018905335753254062,1.0372970284179113,-0.04917072291328652,598.0467997928522,-0.019716508563651532,1.008964838538275,0.00017276605973196398,103.60041085291137,0.014017327159225346,0.9593470479324213,0.00036806682290729,103.0102869566487,0.014938064003817116,0.9755230056445456,0.0031473469142479474,104.06738763642247,0.013819807777845949,0.9445567271603008
(MotoX)61.jpg,train_croped/Motorola-X/(MotoX)61.jpg,-0.08610791869479,48.739719821900984,0.8022766854647332,24.772410832029518,-0.06363612463193322,51.18645295813917,0.8834987423553653,24.29517772018059,-0.008125638483264174,50.41442122968551,0.8376217077328386,23.479829377500707,0.023703691184424006,31.742769682012852,-0.10706852029807892,5.883984140998352,0.038070503575506294,34.09779030177914,-0.10239926443717316,5.62340193940217,0.04181220329307133,34.079387059141546,-0.10149846920255466,5.533813487919511,-0.0024938405143921584,3.23007310291561,0.0615351642532313,8.903429852401343,0.00015023135628867745,3.3107986073205713,0.050620817530973236,8.95398961302751,0.0007812030527011694,3.313126605634297,0.03420104310048021,8.829259760786597
(MotoX)180.jpg,train_croped/Motorola-X/(MotoX)180.jpg,-0.04829374737095119,15.285859341571388,0.2993098314964655,11.078295584893953,-0.04822614326062135,15.305439134545185,0.3007116090044434,11.161552686938837,-0.045634652364641634,15.293022800073784,0.3009908771422938,11.180879076257458,-0.008989468781924153,22.719508841890786,0.24799862289571106,8.412293319344045,-0.0020544137972477957,22.688916756751603,0.24865977848589704,8.448519487230637,0.016400569376840295,22.563424362976516,0.25362107266004974,8.551415441190409,0.004627125773691471,1.6271118749663744,0.3046317255439753,19.704131531059932,0.004694729884021395,1.6250117615664812,0.30551529096890123,19.64146011532612,0.004672195180578121,1.6260373016540304,0.3064325312670893,19.67110335060321
(MotoX)48.jpg,train_croped/Motorola-X/(MotoX)48.jpg,-0.0022628598040982705,4.980674422837301,0.05510694289933283,4.115160550196987,-0.003426213869358833,4.981877342900811,0.05562151498997714,4.110827020513823,0.0005727570458505834,4.9896438020347,0.05523128133260774,4.105726929318196,-0.07592504957634752,7.555391989890519,-0.018567033579360206,3.12347680886585,-0.0753297578270536,7.559565154577788,-0.01606383262772575,3.1282120725859075,-0.07669404633135028,7.5682653546789656,-0.022191758098726155,3.1075874564632615,0.002268493479959177,0.5249858400559541,-0.0045545076587809605,4.662721728010727,0.0023360975902890595,0.5252146315850118,-0.004051030856105191,4.6581662370349495,0.002208400937443671,0.5256095692125203,-0.005146647158811137,4.661718448559356
(MotoX)36.jpg,train_croped/Motorola-X/(MotoX)36.jpg,-0.2686249323958897,43.21784338272284,-0.5730738631868015,16.202524288909377,-0.26683905714800793,43.31235717068266,-0.5851153972391014,16.190569302373866,-0.2756360420046873,43.458684965451624,-0.579308139799267,16.03156653861212,-0.0896646460549246,38.43497333123479,0.09042574223662009,5.183045096187257,-0.0863248152154318,38.46989900616205,0.09017747900764314,5.191042401188991,-0.08630791418784932,38.58091010299098,0.0967669428311966,5.115818810394876,0.0025013520822065993,5.24310187976802,0.07902788220937419,5.519160366054633,0.0030647196682891805,5.2526271677962235,0.07583596953813544,5.611610585660223,0.0016525449191755138,5.268047566553377,0.07208228645281431,5.540629480685013
(MotoX)3.jpg,train_croped/Motorola-X/(MotoX)3.jpg,-0.039447937323477913,7.041158801406569,-1.4205614733514167,97.74953172646559,-0.03592501201850846,6.732900301415894,-1.1349924359782995,93.10587723530158,-0.04113710113574888,6.727509968155688,-1.109918072621942,92.42611586590337,-0.11023413556877593,4.885713295677803,-2.837342849422502,80.05924848677509,-0.09736869779460369,4.750766993080627,-2.3698065043317786,76.56899983377691,-0.10487932666306117,4.7715010615639315,-2.3703328512491906,76.4838344305655,0.0012093624181239346,0.3560506076306314,-0.037644323793369204,54.93222837248284,0.0013070127997116083,0.35001481716673327,-0.002927640216059266,51.87288734459965,0.001412174749113623,0.35490456185886643,0.02008481816989527,61.423283605660004
